"Filodeg plattor;100;2,4;1ÿ209;289;57,9;1,9;0;0;1,47;63;253"
"Fisk m mandel o str”br”d fryst;100;0,7;741;177;5,3;11;0,45;0;0,4;20;400"
"Fisk r”kt;100;0;968;231;0;16,5;7,8;0;0,94;26;989"
"Fiskbuljong konc storhush†ll;100;0;903;216;17,5;4,9;0,48;0;1,8;59;18ÿ600"
"Fiskbuljong konc storhush†ll l†g salt;100;0;1ÿ116;267;23;3,5;0;0;0,4;100;13ÿ700"
"Fiskbuljong „tf;100;0;18;4;0,3;0,2;0,01;0;0,1;4;295"
"Fiskbullar frysta;100;0;327;78;6,2;2,4;0,3;0;0,2;58;860"
"Fiskbullar frysta kokta;100;0;279;67;5,3;2,1;0,26;0;0,19;54;1ÿ751"
"Fiskbullar i buljong konserv stuvade m mj”lk;100;0,1;370;88;7,5;3,9;0,21;0;0,11;90;817"
"Fiskbullar konserv u buljong;100;0;273;65;6,2;1,6;0,32;0;0,1;58;860"
"Fiskbullar panerade stekta;100;0,4;597;143;11,2;7,4;0,38;0;0,41;55;769"
"Fiskburgare MC Donalds;100;1,9;1ÿ174;281;27,3;13,1;0,28;0;0,52;57;477"
"Fiskf„rs kokt;100;0;884;211;4,8;11,9;3,19;1;0,67;106;1ÿ023"
"Fiskgrat„ng m dills†s potatismos;100;0,7;418;100;8,7;3,1;0,31;3;0,31;51;249"
"Fiskgrat„ng m potatismos o dills†s fryst tillagad;100;0;591;141;11,3;7,4;0,8;1;0,4;49;372"
"Fiskgrat„ng m potatismos o r„ks†s fryst tillagad;100;0,5;555;133;10,6;6,8;0,56;1;0,29;53;405"
"Fiskgrat„ng m skaldjurss†s o potatismos;100;0,5;454;109;11,1;2,7;0,39;1;0,97;67;519"
"Fiskgrat„ng u potatismos hemlagad;100;0,1;478;114;4,5;5,6;0,96;0;0,4;60;425"
"Fiskgryta m purjol”k mor”tter f„nk†l „rter;100;1,8;437;104;2,7;4,2;0,51;5;0,69;34;395"
"Fiskpaj;100;0,5;1ÿ074;257;15,8;16,6;3,59;1;0,82;58;345"
"Fiskpanetter fiskpinnar stekta;100;0,5;986;236;14,4;13,9;1,36;0;0,71;23;339"
"Fiskpastej;100;0;1ÿ506;360;9,4;30,6;1,5;0;1;43;2ÿ000"
"Fiskpat‚ m skaldjur;100;0,1;675;161;2,9;9,3;4,48;1;1,49;79;738"
"Fiskpinnar r†a frysta;100;0,5;798;191;14,2;9;0,75;0;0,7;23;300"
"Fiskpudding m ris hemlagad;100;0,1;478;114;4,5;5,6;0,47;0;0,4;60;425"
"Fisksoppa;100;0,6;199;48;2,7;1,2;0,23;3;0,91;22;414"
"Fisksoppa, mager fisk;100;1;151;36;3,2;0,4;0,21;3;0,34;13;215"
"Fisks†s pulver tillagad m mj”lk vatten sm”r typ Skagen Sm”gen;100;0,2;467;112;7,8;7,6;0,1;0;0,15;53;491"
"Fiskthaigryta, lax;100;1,4;785;188;3,4;14,8;5,91;14;1,11;23;169"
"Fj„llfil 4,2% fett naturell;100;0;284;68;4,2;4,1;0,1;0;0;114;38"
"Fj„llyoghurt 3,6 % fett, olika smaks„ttningar;100;0;382;91;11,5;3,7;0,1;2;0,05;96;31"
"Flankstek n”t r†;100;0;563;135;0;5,1;0,5;0;2,2;6;58"
"Flintastek gris m sv†l r†;100;0;801;191;0;13;0,57;0;1,48;6;62"
"Flundra;100;0;393;94;0;2,2;0,8;0;0,3;41;65"
"Flygande Jakob Kyckling bacon jordn”tter banan;100;0,7;914;218;5,3;15,3;1;2;1,04;29;252"
"Flytande margarin Becel fett 82% ;100;0;3ÿ034;725;0;82;0;0;0;0;0"
"Flytande margarin Carlshamn GottGott fett 80% berikad ;100;0;2ÿ960;707;0;80;7,5;0;0;0;600"
"Flytande margarin Carlshamn Mj”lkfritt fett 80% berikad ;100;0;2ÿ960;707;0;80;7,5;0;0;0;400"
"Flytande margarin Mjuka Milda fett 80% berikad  ;100;0;2ÿ972;710;0,4;80;10;0;0;0;600"
"Fl„derb„r;100;6,8;279;67;11,4;0,5;0;36;1,6;38;5"
"Fl„sk sida gris m sv†l i bit;100;0;1ÿ121;268;0;22,4;0,48;0;0,5;6;60"
"Fl„skben gris;100;0;808;193;0;13,7;0,57;0;1,48;11;57"
"Fl„skben m k”tt gris kokta;100;0;1ÿ306;312;0;22,2;0,92;0;2,4;20;630"
"Fl„skbog gris konserv inkl 6-8% gel‚;100;0;485;116;0,2;5,4;0,63;0;0,7;15;900"
"Fl„skfil‚ gris;100;0;446;107;0;2,6;0,57;0;1,45;5;49"
"Fl„skfil‚ gris stekt i skivor;100;0;650;155;0;4,6;0,78;0;1,98;7;210"
"Fl„skf„rs gris 20% fett;100;0;1ÿ012;242;0;20;0,48;0;0,83;7;57"
"Fl„skf„rs gris 8% fett;100;0;602;144;0;8;0,57;0;1,36;7;66"
"Fl„skkarr‚ gris;100;0;717;171;0;11,2;0,57;0;1,48;11;57"
"Fl„skkarr‚ gris stekt i skivor;100;0;1ÿ152;275;0;18;0,92;0;2,38;18;251"
"Fl„skkarr‚ gris stekt u steksky;100;0;973;233;0;17,3;1;0;2,3;14;465"
"Fl„skkorv ca 21% fett kokt;100;0;978;234;3,8;20,5;0,25;0;0,9;12;830"
"Fl„skkorv ca 23% fett r†;100;0;1ÿ044;250;4;22,7;0,25;0;0,9;12;830"
"Fl„skkotlett gris fett bortskuret;100;0;430;103;0;1,7;0,57;0;1,45;6;53"
"Fl„skkotlett gris m 2 mm fettkant;100;0;562;134;0;6;0,57;0;1,36;7;76"
"Fl„skkotlett gris m 5 mm fettkant;100;0;774;185;0;12;0,57;0;1,48;6;62"
"Fl„skkotlett gris panerad stekt;100;0,4;1ÿ107;265;7,3;17;0,66;0;1,73;16;647"
"Fl„skkotlett gris stekt;100;0;1ÿ028;246;0;15,9;0,76;0;1,97;8;214"
"Fl„skk”tt grillat;100;0;1ÿ080;258;0;17,2;0,81;0;2,11;13;226"
"Fl„skk”ttgryta  m gr”nsaksblandning utan fett;100;1,3;561;134;5,8;5,2;0,4;2;1,88;23;354"
"Fl„skk”ttgryta gris gr”nsaker;100;1,7;414;99;4,4;5,6;0,17;13;0,88;30;292"
"Fl„skl„gg gris u sv†l kokt;100;0;853;204;0;8,4;0,92;0;2,21;13;661"
"Fl„skl„gg u sv†l gris putsad;100;0;527;126;0;5,2;0,57;0;1,36;7;76"
"Fl„skpannkaka;100;0,5;971;232;17,8;13,6;0,38;0;0,72;91;535"
"Fl„sk”tt gris kokt;100;0;940;225;0;11,5;0,93;0;2,47;14;721"
"Fransk omelett kaffegr„dde;100;0;816;195;0,7;16,9;1,71;0;1,49;67;454"
"Fransk omelett vatten;100;0;642;154;0;12,8;1,1;0;1,49;41;445"
"Fransk „ppelkaka ;100;2,1;353;84;15,7;1,6;0,16;7;0,22;6;11"
"Fransyska n”t;100;0;483;116;0;3,5;0,5;0;2,4;6;64"
"Fris‚esallat;100;2,2;62;15;1;0,2;0;7;0,8;52;22"
"Friterad banan;100;1,9;866;207;35,3;5,3;0,34;4;0,59;340;347"
"Friterad banan m glass restaurang;100;1,7;1ÿ058;253;30,3;13,2;0,1;0;0,24;33;201"
"Friterad bl„ckfisk;100;0,2;1ÿ220;292;15,2;17,4;0,81;0;0,6;29;570"
"Friterad bl„ckfisk restaurang;100;0;1ÿ173;280;19,1;17,8;0,11;0;0,26;13;605"
"Friterad fisk;100;0,4;631;151;10;5,4;1,13;0;0,37;27;182"
"Friterad kyckling;100;0,7;1ÿ297;310;5,8;21,9;1,5;0;1,2;15;538"
"Friterad „ppelpaj;100;1,7;1ÿ269;303;35,1;16,6;0;1;1,1;14;384"
"Friterade r„kor;100;0,2;1ÿ202;287;27,8;14,8;0,38;0;1;52;650"
"Friterade r„kor restaurang;100;1,1;1ÿ621;387;24,7;29,1;0,1;0;0,37;29;384"
"Friterat fl„skk”tt gris m gr”nsaker kinesisk r„tt;100;0,5;774;185;18;9,5;0,33;4;3,1;14;390"
"Frukostflingor berik Corn flakes majs;100;2,5;1ÿ591;380;82,5;0,9;0;0;7,16;19;966"
"Frukostflingor berik Frosties;100;1,8;1ÿ625;388;87,5;0,9;0;0;6,17;12;694"
"Frukostflingor berik Havrefras;100;7,8;1ÿ648;394;68,9;6,4;0;0;7;31;500"
"Frukostflingor berik Kalaspuffar;100;4;1ÿ653;395;86,4;1,5;0;0;10,17;19;5"
"Frukostflingor berik Rice Krispies;100;1,2;1ÿ612;385;86,3;1,2;0;0;7,16;18;1ÿ010"
"Frukostflingor berik ris socker kakao Coco Pops;100;2,4;1ÿ644;393;85,2;2,6;0;0;7,24;27;734"
"Frukostflingor berik Special K;100;3,3;1ÿ616;386;75,1;1,7;0;0;8,17;44;824"
"Frukostflingor berik vetekli Allbran Regular;100;14,7;1ÿ524;364;66,8;2,8;0;0;4,51;30;725"
"Frukostflingor flingblandning Basmsli;100;9,7;1ÿ536;367;67,6;4,1;0;0;3,03;22;163"
"Frukostflingor flingblandning frukt olja: familjemsli;100;9,3;1ÿ583;378;66,1;6,1;0;0;2,46;27;81"
"Frukostflingor flingblandning glutenfri frukt socker soja;100;4,3;1ÿ541;368;73,2;3,7;0;0;3,7;24;220"
"Frukostflingor flingblandning msli frukt n”tter socker el honung;100;8,2;1ÿ543;369;70,6;3,8;0;0;2,96;25;174"
"Frukostflingor frukt n”tter/kokos olja socker ICA crunchy russin;100;5,8;1ÿ883;450;65,5;16,3;0;0;2,81;21;153"
"Frukostflingor frukt n”tter/kokos olja socker Start, hasseln”t;100;8;1ÿ905;455;61,2;17,1;0;0;3,63;24;150"
"Frukostflingor frukt n”tter/kokos olja socker: F-msli tropical ;100;7,6;1ÿ723;412;67,6;10,9;0;0;2,41;24;169"
"Frukostflingor frukt n”tter/kokos olja socker: ICA Crunchy naturell;100;5,7;1ÿ928;461;64,8;17,7;0;0;2,59;19;168"
"Frukostflingor frukt olja socker: Signum frsli crisp jordgubb;100;5,9;1ÿ949;466;64,4;18,4;0;0;3,14;21;154"
"Frukostflingor frukt olja: F-msli banan;100;10,7;1ÿ594;381;65,2;7;0;0;3,11;25;156"
"Frukostflingor fullkorn naturell ;100;8,1;1ÿ597;382;74,4;2,6;0;0;2,6;26;6"
"Frukostflingor fullkorn sockrad, fr”n o russin 40 %;100;7;1ÿ642;393;61,4;9,6;0;0;4,8;41;8"
"Frukostflingor fullkornsvete Weetabix;100;10,5;1ÿ532;366;68,4;2,5;0;0;12,14;26;298"
"Frukostflingor Loops;100;6,8;1ÿ588;379;75,5;3,2;0;0;10;658;570"
"Frukostflingor musli med 33% frukt, olja, socker;100;7,6;1ÿ599;382;70,1;6,5;0;0;2,35;27;151"
"Frukostflingor msli B„r ;100;10,3;1ÿ529;366;68,9;3,5;0;0;2,63;22;129"
"Frukostflingor msli Plus ;100;8,8;1ÿ565;374;69,9;4,5;0;0;0,25;25;174"
"Frukostflingor puffat rostat ris V†rg†rda ris;100;0,8;1ÿ604;383;86;0,9;0;0;0,41;3;4"
"Frukostflingor vetekli malt rostat Allbran Plus;100;27,8;1ÿ406;336;47,3;4,6;0;0;9,6;42;878"
"Frukostkorv 23% fett;100;0;1ÿ074;257;3,2;23;0,2;0;1,1;12;790"
"Frukostkorv ca 24% fett kokt;100;0;1ÿ063;254;3,2;22,8;0,2;0;1,09;12;782"
"Frukostkorv stekt;100;0;1ÿ130;270;3,4;24,2;0,21;0;1,16;13;832"
"Frukostost 13% (Kavli berikad +ABCDE);100;0;833;199;6,1;13,1;3,63;50;0,06;276;957"
"Frukt b„r konserv os”tad el m s”tmedel u energi;100;0,8;146;35;7,6;0,1;0;4;0,2;7;2"
"Frukt torkad;100;9;1ÿ112;266;56,8;0,5;0;4;4;45;34"
"Fruktcocktail konserv m medels”t lag;100;1,5;340;81;18,9;0;0;2;0,3;6;6"
"Fruktdryck m havre berik Oatly Havredryck jordgubb/skogsb„r;100;1;250;60;10,7;1,2;0;1;0;3;44"
"Fruktdryck m kolsyra;100;0;168;40;9,9;0;0;0;0;2;23"
"Fruktdryck u kolsyra;100;0;202;48;11,9;0;0;0;0;2;26"
"Fruktkaka;100;3,2;1ÿ661;397;47,4;19,5;2,08;1;1,81;78;185"
"Fruktkola AKO;100;0;1ÿ649;394;96,3;0;0;0;0,06;2;7"
"Fruktsallad;100;2,6;379;91;16;1,8;0;15;0,42;22;1"
"Fruktsocker;100;0;1ÿ559;373;91,7;0;0;0;0;0;1"
"Fruktsoppa blandad torkad frukt past”riserad berik „tf;100;0,4;226;54;12,9;0;0;20;0,3;13;5"
"Fruktt†rta hallonsylt vaniljkr„m mandelmassa frukter gele;100;5,7;1ÿ043;249;37,4;7,5;0,1;2;0,97;64;99"
"Fruktyoghurt 2% fett;100;0,5;389;93;15;2;0,01;2;0,1;104;36"
"Fruktyoghurt 2,5% fett;100;0,5;408;97;15;2,5;0,02;2;0,1;104;36"
"Fruktyoghurt fett < 0,05% fett oberik;100;0;216;52;8,8;0,1;0;1;0,04;73;36"
"Fruktyoghurt l„tt 0,5% fett, oberikad;100;0,5;317;76;14,3;0,5;0;2;0,1;104;36"
"Fruktyoghurt l„ttsockrad fett 0,2%;100;0;267;64;11,5;0,3;0;1;0;73;46"
"Fruktyoghurt l„ttsockrad laktosreducerad fett 0,1%;100;0;268;64;11,2;0,3;0,32;1;0;50;47"
"Frusen cheesecake frusen ostkaka;100;0,7;1ÿ028;246;13,1;19,1;0,45;5;0,63;69;156"
"Fullkornsskorpor os”tade;100;10;1ÿ618;387;64,1;6,2;0;0;2,5;30;602"
"Fusilli / lasagneplattor glutenfri okokt Semper;100;3,1;1ÿ509;361;76,9;1,4;0;0;2,53;47;5"
"Fyllda kex;100;1,8;2ÿ045;489;60,7;24,5;1,58;0;0,5;28;311"
"Fyllda r†n s”tade m fruktsocker;100;1;2ÿ120;507;65,2;23;0;0;0,4;12;109"
"Fyllda r†n s”tade m sorbitol;100;1;2ÿ320;555;54,2;33;0;0;0,4;12;109"
"Fyllt vetebr”d bullar l„ngd ospec.;100;2,5;1ÿ464;350;56,1;10,3;0,27;0;0,95;43;186"
"F†r i k†l;100;1,1;316;76;2;4,6;0,12;9;0,71;31;275"
"F„nk†l;100;3,3;119;29;1,8;0,4;0;31;2,7;64;7"
"F„nk†l kokt;100;3,8;137;33;2,1;0,5;0;16;3,11;75;463"
"F„rsk j„st;100;0;460;110;14,1;0,4;0;0;4,9;13;16"
"F„rskost 27% fett Philadelphia;100;0;1ÿ155;276;2,4;27,3;0,1;0;0,12;88;268"
"F„rskost 33% fett Cantadou;100;0;1ÿ435;343;2,4;33;0,33;0;0,3;200;570"
"F„rskost 35% fett Boursin;100;0;1ÿ423;340;3,5;35;0,25;0;0,1;68;260"
"F„rskost extra light 5% fett Philadelphia;100;0;484;116;4,7;5,3;0,1;0;0,09;57;342"
"F„rskost l„tt 15% fett Philadelphia;100;0;782;187;3,4;16;0,1;0;0,07;52;159"
"F„rskost p† filmj”lk ca 8% fett;100;0;496;119;2,9;8,4;0,06;0;0,1;68;28"
"F„rskost p† filmj”lk o gr„ddfil ca 14% fett;100;0;743;178;3,1;14,2;0,07;0;0,1;96;35"
"F„rskpotatis kokt u salt;100;2;326;78;16,4;0,1;0;18;0,4;5;9"
"F„rskpotatis konserv;100;2,5;253;61;12,2;0,1;0;17;0,7;11;260"
"Gammaldags mj”lk 4,2 % fett;100;0;299;71;4,8;4,1;0,03;0;0,04;114;40"
"Gelatinblad gelatinpulver;100;0;1ÿ466;350;0;0,1;0;0;0;11;32"
"Gel‚konfekt;100;0;1ÿ474;352;79,4;0;0;0;1,3;140;74"
"Getost chŠvre vitm”gelost 25% fett;100;0;1ÿ445;345;1,4;29;0,15;0;0,68;169;686"
"Gin 40 vol. %;100;0;928;222;0;0;0;0;0;0;0"
"Glass m chokladkex GB Sandwich;100;1,4;1ÿ111;266;37,4;10,4;0,1;0;0,73;46;156"
"Glass m havre 10% fett vanilj Oatly;100;0,6;762;182;22,3;9,7;0;0;0;3;70"
"Glass m mar„ng 10% fett;100;0,1;878;210;25,8;12,8;0;0;0,33;114;54"
"Glass m syntetiskt s”tmedel el lightglass ca 6% fett;100;0;582;139;17,5;5,7;0;0;0,1;126;87"
"Glass parfait;100;1,1;1ÿ048;250;14,8;18,9;0,35;9;0,57;47;14"
"Glass veg fett 12%;100;0;836;200;19,3;12;0;0;0,1;107;178"
"Glass veg fett ca 10%;100;0;807;193;23,1;9,7;0;0;0,1;101;48"
"Glass veg fett ca 8%;100;0;716;171;22,6;7,5;0;0;0,1;96;60"
"Glasspinne ca 25% fett;100;0;1ÿ458;349;26;25,3;0,07;0;0,1;125;52"
"Glasspinne el split m is”verdrag ca 6% fett;100;0;631;151;22,1;6;0;0;0,14;56;44"
"Glasspinne m kakao”verdrag 20% fett;100;0;1ÿ283;307;28;20,1;0,07;0;0,1;102;44"
"Glasspinne, fett 10g genomsnitt;100;0;831;199;22,6;10,2;0,16;0;0,2;129;62"
"Glasspinne, Hallon o mj”lk, fett 5,5g SIA;100;0;696;166;25,5;5,6;0,48;4;0,14;99;48"
"Glasstrut ca 10% fett;100;0,3;1ÿ021;244;34;11;0,08;1;0,19;89;57"
"Glasstrut ca 15% fett;100;0,3;1ÿ133;271;29,2;12,7;0,1;1;0,19;95;67"
"Glasstrut Daim;100;1,6;1ÿ443;345;35,1;20,8;0,1;0;0,84;58;75"
"Glasst†rta 17% fett;100;1,4;1ÿ093;261;22,2;12,8;0,05;0;0,54;133;48"
"Glass†s choklad, Ohoj;100;3,9;1ÿ471;352;69,5;5,5;0,1;0;2,77;51;102"
"Glass†s frukt, Ohoj;100;0;1ÿ324;317;77,8;0;0;0;0,06;3;107"
"Gourmetbullar, vegetariska, djupfrysta (H„lsans k”k);100;5,5;691;165;4,3;7;0;0;1,49;76;74"
"Grahamsbr”d m mj”lk ca 5% fibrer;100;4,9;1ÿ167;279;46,1;5,2;0,44;0;2,82;60;480"
"Grahamsbr”d m vatten ca 6% fibrer;100;6;1ÿ001;239;45,5;1,5;0;0;3,2;23;211"
"Grahamsgr”t;100;2,3;283;68;12,4;0,5;0;0;1,03;12;228"
"Grahamsmj”l vete;100;11,3;1ÿ385;331;60,7;2,5;0;0;5;35;3"
"Grahamsscones;100;3,6;1ÿ330;318;37,4;15,1;0,01;0;1,63;298;669"
"Granat„pple;100;10;233;56;7;0,6;0;6;0,3;3;3"
"Grapefrukt;100;1,9;150;36;7;0,1;0;39;0,1;12;2"
"Grapefrukt konserv m l„tts”t lag;100;0,4;265;63;14,6;0,1;0;22;0,4;14;2"
"Grapefruktjuice f„rskpressad;100;0,4;165;39;8,8;0,1;0;38;0,2;9;1"
"Grat„ngs†s med ost;100;0,2;546;130;6,8;9;0,03;0;0,11;157;417"
"Gravad lax;100;0;747;179;2,7;9,2;12,5;0;0,4;26;1ÿ930"
"Gravlaxs†s;100;0;2ÿ322;555;13,1;56;0;10;1,9;58;275"
"Gravlaxs†s Krabbs†s;100;0,9;1ÿ959;468;13,5;45,6;0;9;1,03;84;385"
"Grekisk sallad;100;1,3;402;96;3,2;7,7;0,02;23;0,42;99;486"
"Grekisk sallad m feta ost;100;1,4;322;77;2;6,1;0,1;5;0,2;69;466"
"Grillad kyckling m skinn ;100;0;816;195;0;10,8;1,66;0;0,9;23;870"
"Grillad kyckling m skinn-;100;0;986;236;0;15,2;2,07;0;1,66;12;256"
"Grillkorv 15% fett;100;0;898;215;9,2;15;0,1;0;1,2;50;800"
"Grillkorv ca 18% fett;100;0;1ÿ029;246;9,5;18,2;0,2;0;1,2;50;770"
"Grills†s;100;0;417;100;8;6,9;0;0;0,8;21;815"
"Grisf”tter;100;0;866;207;0;12,6;0,57;0;0,8;59;62"
"Grisf”tter kokta;100;0;1ÿ400;335;0;20,4;0,92;0;1,3;97;638"
"Grishj„rta;100;0;499;119;0;5,9;0,7;3;4,2;5;107"
"Grislever;100;0;551;132;3;3,4;0,2;25;18,7;8;86"
"Grisnjure;100;0;430;103;0,3;3,8;1;11;6;10;158"
"Grissv†l;100;0;1ÿ158;277;0;20,5;0,1;0;1,4;10;11"
"Gristunga;100;0;698;167;0,4;11,1;0,6;0;4,5;11;108"
"Grodl†r r†a frysta;100;0;290;69;0;0,3;0,5;0;1,5;18;55"
"Grovkn„cke glutenfritt Semper;100;8,1;1ÿ558;372;79,9;2,3;0;0;6,4;48;514"
"Grovt vetemj”l berik;100;5,5;1ÿ446;346;67;2,5;0;0;3;31;3"
"Grytbitar gris;100;0;687;164;0;9,7;0,57;0;1,48;7;44"
"Grytbitar n”t;100;0;645;154;0;8;0,6;0;2,3;7;54"
"Gr„dders„ttning m havre 13% fett Oatly iMat;100;0,9;612;146;6,1;13;0;0;0;33;61"
"Gr„ddfil 12% fett;100;0;572;137;4,4;12;0,08;0;0,05;105;37"
"Gr„ddfils- o crŠme fraiches†s 15% fett;100;0,3;726;174;4,6;15,9;0,15;6;0,32;116;294"
"Gr„ddfils†s med kryddgr”nt;100;0,3;535;128;4,6;10,9;0,07;8;0,35;127;275"
"Gr„ddglass 12% fett;100;0;873;209;21,8;12;0,09;0;0,1;105;52"
"Gr„ddglass ca 15% fett;100;0;930;222;19,6;14,5;0,12;0;0,1;112;92"
"Gr„ddpulver gr„dders„ttning 35% fett;100;0;2ÿ328;557;54,9;35,5;0;0;1,2;22;181"
"Gr„dds†s pulver tillagad m mj”lk vatten sm”r;100;0,1;488;117;7,6;8,4;0,1;2;0,06;66;509"
"Gr„ddt†rta;100;0,5;1ÿ229;294;27,7;19;0,8;0;0,3;58;106"
"Gr„ddt†rta hembakad jordgubb banan;100;2,2;874;209;22;11,7;0,1;0;0,43;23;70"
"Gr„sl”k;100;2,1;116;28;1,7;0,6;0;41;1,3;77;3"
"Gr”na b”nor;100;3,9;125;30;3,5;0,1;0;16;1;48;6"
"Gr”na b”nor frysta;100;3,4;135;32;4,2;0,2;0;13;0,7;44;3"
"Gr”na b”nor konserv m lag;100;1;83;20;3,2;0,1;0;4;1,2;34;236"
"Gr”na b”nor konserv u lag;100;1,7;89;21;3;0,1;0;5;0,5;26;251"
"Gr”na b”nor stuvade;100;2,3;284;68;5;3,9;0,4;6;0,54;55;191"
"Gr”na el gula „rter torkade;100;10,7;1ÿ325;317;49,2;1;0;1;6;59;2"
"Gr”na „rter;100;5,5;300;72;8,8;0,4;0;40;2;31;1"
"Gr”na „rter frysta;100;6,5;276;66;7,1;0,4;0;20;1,5;20;80"
"Gr”na „rter kokta;100;6,1;335;80;9,8;0,4;0;20;2,24;36;310"
"Gr”na „rter konserv m lag;100;2;265;63;10,5;0,3;0;9;1,7;20;236"
"Gr”na „rter konserv u lag;100;4,9;253;60;7,3;0,4;0;10;1;20;200"
"Gr”nk†l;100;3,8;209;50;5,7;0,7;0;120;1,7;157;12"
"Gr”nk†l fryst;100;2,6;124;30;2,3;0,5;0;28;0,4;136;15"
"Gr”nk†lssoppa;100;0,8;120;29;2;1,6;0;11;0,21;44;195"
"Gr”nm”gelost fett 43 % Bl† Castello;100;0;1ÿ797;429;2,5;43;0,36;0;0,3;230;472"
"Gr”npepparpat‚;100;1,2;1ÿ249;299;1,1;26;0,81;34;8,38;9;911"
"Gr”nsaker blandade fermenterade;100;2,5;63;15;1,1;0,1;0;15;1,1;38;609"
"Gr”nsaksbiff stekt;100;2,5;578;138;12,8;7,1;0;7;0,92;25;95"
"Gr”nsaksblandning f”r wokning;100;2,2;208;50;7,8;0,4;0;26;0,5;21;84"
"Gr”nsaksblandning inlagda el pickels s”tad u lag;100;1,7;487;116;26,1;0,1;0;10;0,5;17;20"
"Gr”nsaksblandning mor”tter palsternacka purjol”k rotselleri fryst;100;2,5;149;36;5,3;0,5;0;8;0,9;42;38"
"Gr”nsaksblandning „rter majs mor”tter b”nor fryst;100;2,5;283;68;11,1;0,5;0;10;0,7;30;30"
"Gr”nsaksblandning „rter majs paprika fryst;100;5;278;66;8,7;0,5;0;28;0,9;52;20"
"Gr”nsaksblandning „rter majs paprika saltgurka fryst;100;2,5;302;72;12,5;0,5;0;27;1,1;12;290"
"Gr”nsaksblandning „rter mor”tter b”nor blomk†l fryst;100;3;160;38;4,5;0,5;0;15;1,1;40;40"
"Gr”nsaksblandning „rter mor”tter fryst;100;2,2;252;60;9;0,5;0;12;1,1;49;50"
"Gr”nsaksblandning „rter mor”tter konserv m lag;100;2,5;172;41;6,1;0,3;0;5;0,8;30;370"
"Gr”nsaksbuljong pasta/pulver storhush†ll;100;0;997;238;24,6;8,8;0;1;1,6;38;17ÿ050"
"Gr”nsaksbuljong „tf;100;0;21;5;0,4;0,2;0;9;0,1;4;240"
"Gr”nsaksgrat„ng ospec.;100;2;411;98;7,2;5,3;0,02;12;0,9;132;332"
"Gr”nsaksgryta majs purjo „rter;100;4,5;400;96;14,1;1,4;0,11;9;1,11;17;467"
"Gr”nsaksgryta ospec.;100;2,2;164;39;4,9;1;0,1;11;0,58;25;142"
"Gr”nsaksjuice fermenterad;100;0,5;93;22;3,5;0,1;0;14;0,4;40;100"
"Gr”nsaksjuice konserv el past”riserad drickf;100;0,4;80;19;3,7;0,1;0;28;0,4;11;365"
"Gr”nsaksl†da;100;2,2;375;90;5,9;4,4;0,36;7;0,81;84;338"
"Gr”nsaksmajonn„s;100;2;529;126;6,5;10,1;0,01;4;0,47;26;190"
"Gr”nsakssoppa klar ;100;0,9;97;23;3,9;0,2;0;1;0,3;10;253"
"Gr”nsakssoppa klar konserv tillagad;100;1,5;63;15;2,3;0,1;0;0;0,24;224;386"
"Gr”nsakssoppa klar pulver tillagad;100;0,1;89;21;3,1;0,4;0;2;0,3;13;396"
"Gr”nsakssoppa m pasta m pulver tillagad;100;1,1;125;30;4,2;0,8;0;1;0,2;9;392"
"Gr”nsakssoppa redd;100;1,3;157;38;4,2;1,2;0,03;10;0,41;46;145"
"Gr”nsakssoppa redd pulver tillagad m vatten mj”lk;100;1,3;206;49;5,1;2,2;0;0;0,15;33;418"
"Gr”nsakssoppa redd pulver tillagad typ Varma koppen;100;1,3;188;45;5,3;2,2;0;0;0,05;7;352"
"Gr”nsakssuffl‚;100;1,7;433;103;7,3;5,6;0,36;4;1,01;46;308"
"Gr”nsallat gurka tomat m gr„ddfils†s;100;0,7;290;69;4,8;4,6;0,03;7;0,31;53;303"
"Gr”nsallat gurka tomat paprika u dressing;100;1,3;76;18;2,7;0,1;0;22;0,31;17;4"
"Gr”nsallat gurka tomat u dressing;100;1,1;74;18;2,6;0,1;0;12;0,31;19;5"
"Gr”nsallat m gr„ddfils†s;100;0,8;287;69;4,4;4,6;0,03;7;0,41;61;295"
"Gr”nsallat m gurka tomat o vin„gretts†s;100;1;360;86;2,6;7,9;0;10;0,31;19;233"
"Gr”nsallat m vin„gretts†s;100;1,2;254;61;2;5,2;0;11;0,53;33;105"
"Gr”t f”r barn berik „tf;100;0,5;406;97;15,8;2;2;15;2;104;98"
"Gr”t ospec.;100;1;323;77;10,9;2,1;0,01;0;0,55;53;208"
"Gr”tris 5-25 min koktid okokt;100;1,2;1ÿ523;364;81,3;0,6;0;0;0;4;692"
"Gr”tris rundkornigt 1 timmes koktid okokt;100;1,1;1ÿ511;361;80,2;0,8;0;0;0,2;0;1"
"Guava;100;2;222;53;10;0,6;0;184;0,3;20;3"
"Gulasch n”tk”tt;100;1,1;516;123;3,2;8,1;0,26;3;1,39;25;431"
"Gurka;100;0,7;58;14;2,1;0,1;0;9;0,17;17;7"
"Gurka fermenterad u lag;100;0,5;38;9;1;0;0;0;0,1;33;853"
"Gurka f„rskinlagd;100;0,7;133;32;6,6;0,1;0;9;0,22;22;241"
"Gurka inlagd;100;1,8;246;59;11,4;0,7;0;0;0,2;17;825"
